Date,EURPLN=X,GBPPLN=X,PLNEUR=X,PLNGBP=X,PLNUSD=X,USDPLN=X
2008-06-19,3.366,4.2818,0.29623,,0.46066,2.1708
2008-06-20,3.366,4.2574,0.29618,,0.464166,2.1544
2008-06-23,3.3572,4.2519,0.29711,,0.462342,2.1629
2008-06-24,3.3624,4.2571,0.29652,,0.463413,2.1579
2008-06-25,3.3513,4.2151,0.29772,,0.467683,2.1382
2008-06-26,3.374,4.2563,0.29574,,0.466962,2.1415
2008-06-27,3.351,4.2292,0.29749,,0.469947,2.1279
2008-06-30,3.349,4.2365,0.29816,,0.4705,2.1254
2008-07-02,3.3489,4.2027,0.29792,,0.474203,2.1088
2008-07-03,3.33,4.1992,0.29966,,0.471609,2.1204
2008-07-04,3.31,4.1758,0.30128,,0.474766,2.1063
2008-07-07,3.303,4.1527,0.3023,,0.475987,2.1009
2008-07-08,3.287,4.1292,0.30379,,0.477327,2.095
2008-07-09,3.273,4.1174,0.30506,,0.480931,2.0793
2008-07-10,3.2681,4.0935,0.30519,,0.482952,2.0706
2008-07-11,3.254,4.0585,0.30637,,0.490076,2.0405
2008-07-14,3.2524,4.0799,0.30687,,0.489404,2.0433
2008-07-15,3.2422,4.0844,0.30789,,0.491159,2.036
2008-07-16,3.2119,4.0507,0.31087,,0.492805,2.0292
2008-07-17,3.2188,4.058,0.30971,,0.492393,2.0309
2008-07-18,3.209,4.0435,0.31066,,0.494022,2.0242
2008-07-21,3.2197,4.0492,0.30986,,0.494413,2.0226
2008-07-22,3.2348,4.081,0.30856,,0.488329,2.0478
2008-07-23,3.251,4.1419,0.30665,,0.4823,2.0734
2008-07-24,3.2175,4.0746,0.31008,,0.487615,2.0508
2008-07-25,3.2,4.0621,0.31153,,0.48974,2.0419
2008-07-28,3.2027,4.0594,0.31126,,0.491304,2.0354
2008-07-29,3.2054,4.0731,0.31148,,0.48631,2.0563
2008-07-30,3.204,4.076,0.31162,,0.48605,2.0574
2008-07-31,3.2149,4.0878,0.31062,,0.485225,2.0609
2008-08-26,3.3227,4.1751,0.29999,,0.44049,2.2702
2008-08-27,3.3352,4.1518,0.29927,,0.44193,2.2628
2008-08-28,3.3512,4.1662,0.2979,,0.439117,2.2773
2008-08-29,3.329,4.1148,0.2994,,0.44049,2.2702
2008-09-01,3.3407,4.1063,0.29844,,0.436091,2.2931
2008-09-02,3.35,4.1107,0.29813,,0.433332,2.3077
2008-09-03,3.3749,4.13,0.29587,,0.429221,2.3298
2008-09-04,3.4057,4.2033,0.29293,,0.418743,2.3881
2008-09-05,3.451,4.2598,0.28893,,0.413565,2.418
2008-09-08,3.4714,4.3265,0.28699,,0.407481,2.4541
2008-09-09,3.4699,4.3176,0.28737,,0.407614,2.4533
2008-09-10,3.3846,4.2423,0.29499,,0.413223,2.42
2008-09-11,3.3726,4.226,0.29519,,0.41468,2.4115
2008-09-12,3.33,4.186,0.2994,,0.42757,2.3388
2008-09-15,3.3651,4.2318,0.29627,,0.424701,2.3546
2008-09-16,3.33,4.2003,0.29985,,0.424989,2.353
2008-09-17,3.373,4.2665,0.29583,,0.42508,2.3525
2008-09-18,3.32,4.2065,0.30008,,0.431388,2.3181
2008-09-19,3.281,4.154,0.30342,,0.440063,2.2724
2008-09-22,3.305,4.1435,0.30211,,0.447808,2.2331
2008-09-23,3.3039,4.1675,0.30188,,0.445117,2.2466
2008-09-24,3.33,4.2112,0.29985,,0.439097,2.2774
2008-09-25,3.3328,4.1857,0.29918,,0.439909,2.2732
2008-09-26,3.356,4.231,0.29704,,0.434858,2.2996
2008-09-29,3.397,4.2481,0.29371,,0.423837,2.3594
2008-09-30,3.3946,4.2875,0.29393,,0.415731,2.4054
2008-10-01,3.3945,4.2849,0.29367,,0.413206,2.4201
2008-10-02,3.428,4.3744,0.29107,,0.402787,2.4827
2008-10-03,3.39,4.3678,0.29188,,0.40347,2.4785
2008-10-06,3.4583,4.4628,0.28792,,0.39061,2.5601
2008-10-07,3.4292,4.4035,0.29048,,0.39582,2.5264
2008-10-08,3.4601,4.3694,0.28839,,0.394151,2.5371
2008-10-09,3.5883,4.5018,0.2779,,0.379061,2.6381
2008-10-10,3.59,4.5774,0.27898,,0.376506,2.656
2008-10-13,3.5383,4.5179,0.28183,,0.385045,2.5971
2008-10-14,3.4726,4.4362,0.28683,,0.392573,2.5473
2008-10-15,3.6099,4.5992,0.27643,,0.372675,2.6833
2008-10-16,3.5624,4.5689,0.27924,,0.379694,2.6337
2008-10-17,3.5416,4.575,0.27992,,0.379391,2.6358
2008-10-20,3.5635,4.5871,0.27972,,0.373692,2.676
2008-10-21,3.673,4.6845,0.27189,,0.355581,2.8123
2008-10-22,3.805,4.7754,0.26119,,0.336689,2.9701
2008-10-23,3.873,4.8519,0.25732,,0.334269,2.9916
2008-10-24,3.7664,4.8206,0.25782,,0.335278,2.9826
2008-10-27,3.841,4.7857,0.25968,,0.324065,3.0858
2008-10-28,3.66,4.602,0.271,,0.348979,2.8655
2008-10-29,3.5458,4.4693,0.28162,,0.366381,2.7294
2008-10-30,3.6,4.574,0.27662,,0.357207,2.7995
2008-10-31,3.57,4.4535,0.27248,,0.35572,2.8112
2008-11-03,3.5035,4.3834,0.28277,,0.358616,2.7885
2008-11-04,3.5108,4.3024,0.28362,,0.369891,2.7035
2008-11-05,3.5222,4.3104,0.28351,,0.366609,2.7277
2008-11-06,3.6347,4.4565,0.27463,,0.349089,2.8646
2008-11-07,3.646,4.4826,0.27353,,0.348663,2.8681
2008-11-10,3.7298,4.595,0.26362,,0.340832,2.934
2008-11-11,3.7731,4.6328,0.26403,,0.331214,3.0192
2008-11-12,3.7644,4.4933,0.26494,,0.331554,3.0161
2008-11-13,3.6786,4.2837,0.27111,,0.347246,2.8798
2008-11-14,3.6967,4.2974,0.26953,,0.342712,2.9179
2008-11-17,3.7677,4.4575,0.2645,,0.336304,2.9735
2008-11-18,3.8224,4.5269,0.26072,,0.330447,3.0262
2008-11-19,3.8174,4.5608,0.26098,,0.327557,3.0529
2008-11-20,3.8357,4.5359,0.2598,,0.325013,3.0768
2008-11-21,3.8549,4.5893,0.25624,,0.3255,3.0722
2008-11-24,3.8571,4.5244,0.25891,,0.334885,2.9861
2008-11-25,3.7869,4.4829,0.26372,,0.344187,2.9054
2008-11-26,3.77,4.4737,0.26496,,0.342889,2.9164
2008-11-27,3.758,4.4826,0.26575,,0.343454,2.9116
2008-11-28,3.795,4.5715,0.26309,,0.337098,2.9665
2008-12-01,3.8147,4.497,0.261,,0.329837,3.0318
2008-12-02,3.845,4.505,0.25899,,0.330131,3.0291
2008-12-03,3.8604,4.4715,0.25765,,0.329424,3.0356
2008-12-04,3.8731,4.441,0.25786,,0.330622,3.0246
2008-12-05,3.8776,4.4718,0.25556,,0.32788,3.0499
2008-12-08,3.8801,4.4616,0.25707,,0.332923,3.0037
2008-12-09,3.9223,4.4745,0.2535,,0.329859,3.0316
2008-12-10,3.9421,4.4806,0.25272,,0.330055,3.0298
2008-12-11,3.8924,4.3602,0.25578,,0.344994,2.8986
2008-12-12,3.9287,4.3836,0.25286,,0.340599,2.936
2008-12-15,3.9702,4.4335,0.25124,,0.345006,2.8985
2008-12-16,4.0514,4.5888,0.24606,,0.347838,2.8749
2008-12-17,4.1005,4.4068,0.24265,,0.351062,2.8485
2008-12-18,4.0782,4.2816,0.24203,,0.351469,2.8452
2008-12-19,4.1147,4.4048,0.24045,,0.338352,2.9555
2008-12-22,4.1317,4.3782,0.24145,,0.338215,2.9567
2008-12-23,4.1035,4.3277,0.2434,,0.340588,2.9361
2008-12-24,4.0797,4.2984,0.24125,,0.342759,2.9175
2008-12-25,4.071,4.2947,0.24264,,0.342877,2.9165
2008-12-26,4.071,4.3119,0.23975,,0.344507,2.9027
2008-12-29,4.1275,4.2695,0.24158,,0.340078,2.9405
2008-12-30,4.1674,4.239,0.23885,,0.339374,2.9466
2008-12-31,4.1201,4.2486,0.23747,,0.337553,2.9625
2009-01-01,4.1101,4.3269,0.24213,,0.341146,2.9313
2009-01-02,4.1686,4.3387,0.2379,,0.33678,2.9693
2009-01-05,4.084,4.4057,0.24435,,0.333667,2.997
2009-01-06,3.9682,4.3732,0.25131,,0.340263,2.9389
2009-01-07,4.0105,4.4119,0.24888,,0.339455,2.9459
2009-01-08,4.037,4.4751,0.2474,,0.340275,2.9388
2009-01-09,4.0238,4.5561,0.24735,,0.335672,2.9791
2009-01-12,4.1345,4.5807,0.24141,,0.32306,3.0954
2009-01-13,4.1426,4.5421,0.24082,,0.318928,3.1355
2009-01-14,4.1738,4.6119,0.23896,,0.316366,3.1609
2009-01-15,4.2032,4.6496,0.23751,,0.313097,3.1939
2009-01-16,4.2807,4.751,0.23287,,0.312012,3.205
2009-01-19,4.303,4.7324,0.23189,,0.304423,3.2849
2009-01-20,4.3525,4.6788,0.22949,,0.296112,3.3771
2009-01-21,4.3107,4.5904,0.23132,,0.301305,3.3189
2009-01-22,4.364,4.6497,0.22841,,0.298882,3.3458
2009-01-23,4.405,4.5029,0.22616,,0.295517,3.3839
2009-01-26,4.3949,4.6486,0.2269,,0.300472,3.3281
2009-01-27,4.3948,4.7098,0.22712,,0.30125,3.3195
2009-01-28,4.3401,4.6862,0.22966,,0.303573,3.2941
2009-01-29,4.385,4.838,0.22734,,0.294829,3.3918
2009-01-30,4.4583,5.0842,0.22346,,0.289076,3.4593
2009-02-02,4.478,4.9538,0.22308,,0.28618,3.4943
2009-02-03,4.6408,5.1387,0.21525,,0.280395,3.5664
2009-02-04,4.6532,5.2379,0.21467,,0.276297,3.6193
2009-02-05,4.6045,5.2619,0.21673,,0.277793,3.5998
2009-02-06,4.515,5.2007,0.22002,,0.286254,3.4934
2009-02-09,4.4358,5.0759,0.22504,,0.292586,3.4178
2009-02-10,4.5601,5.1292,0.21872,,0.283809,3.5235
2009-02-11,4.5367,5.044,0.22018,,0.283736,3.5244
2009-02-12,4.6379,5.2053,0.21516,,0.277878,3.5987
2009-02-13,4.641,5.1881,0.21455,,0.277508,3.6035
2009-02-16,4.8285,5.3911,0.20656,,0.264859,3.7756
2009-02-17,4.9025,5.5448,0.2033,,0.256535,3.8981
2009-02-18,4.7748,5.4054,0.20922,,0.263241,3.7988
2009-02-19,4.7635,5.3639,0.20924,,0.265421,3.7676
2009-02-20,4.748,5.2932,0.20921,,0.272235,3.6733
2009-02-23,4.6476,5.3022,0.21474,,0.272546,3.6691
2009-02-24,4.6,5.19,0.21697,,0.279908,3.5726
2009-02-25,4.6854,5.2322,0.21265,,0.271069,3.6891
2009-02-26,4.72,5.3031,0.21164,,0.269527,3.7102
2009-02-27,4.6382,5.2264,0.21496,,0.273336,3.6585
2009-03-02,4.755,5.3231,0.21008,,0.264215,3.7848
2009-03-03,4.759,5.3112,0.20998,,0.263179,3.7997
2009-03-04,4.67,5.24,0.21322,,0.270117,3.7021
2009-03-05,4.7429,5.3366,0.21062,,0.264396,3.7822
2009-03-06,4.7129,5.2415,0.21124,,0.268377,3.7261
2009-03-09,4.7425,5.1783,0.21064,,0.266269,3.7556
2009-03-10,4.6269,5.0168,0.21568,,0.274846,3.6384
2009-03-11,4.6175,4.975,0.21633,,0.277539,3.6031
2009-03-12,4.5126,4.8513,0.22112,,0.286911,3.4854
2009-03-13,4.4801,4.8562,0.22272,,0.288584,3.4652
2009-03-16,4.4528,4.8257,0.2235,,0.290875,3.4379
2009-03-17,4.4981,4.8507,0.22198,,0.289998,3.4483
2009-03-18,4.5004,4.7628,0.2222,,0.29985,3.335
2009-03-19,4.6224,4.9023,0.2162,,0.295867,3.3799
2009-03-20,4.586,4.8651,0.21616,,0.296798,3.3693
2009-03-23,4.539,4.8478,0.21985,,0.300463,3.3282
2009-03-24,4.5287,4.9318,0.22061,,0.298054,3.3551
2009-03-25,4.5614,4.8967,0.21878,,0.297708,3.359
2009-03-26,4.5537,4.876,0.21942,,0.29715,3.3653
2009-03-27,4.665,5.046,0.21308,,0.2849,3.51
2009-03-30,4.7235,5.0934,0.21131,,0.279548,3.5772
2009-03-31,4.6382,5.0221,0.21546,,0.285682,3.5004
2009-04-01,4.4948,4.9085,0.22175,,0.294455,3.3961
2009-04-02,4.4107,4.8154,0.22646,,0.305773,3.2704
2009-04-03,4.4505,4.9105,0.22399,,0.303058,3.2997
2009-04-06,4.455,4.8941,0.22422,,0.301033,3.3219
2009-04-07,4.4894,4.9685,0.22254,,0.295998,3.3784
2009-04-08,4.4285,4.9173,0.2249,,0.299079,3.3436
2009-04-09,4.3231,4.8187,0.23096,,0.304442,3.2847
2009-04-10,4.3207,4.8574,0.2307,,0.304915,3.2796
2009-04-13,4.3384,4.8243,0.2298,,0.308252,3.2441
2009-04-14,4.271,4.7981,0.23386,,0.310945,3.216
2009-04-15,4.2762,4.8493,0.23358,,0.309751,3.2284
2009-04-16,4.281,4.8405,0.23308,,0.308223,3.2444
2009-04-17,4.2895,4.8803,0.23222,,0.304294,3.2863
2009-04-20,4.4158,4.9668,0.22609,,0.292912,3.414
2009-04-21,4.3805,4.9656,0.22727,,0.295238,3.3871
2009-04-22,4.4053,4.9027,0.22668,,0.295438,3.3848
2009-04-23,4.5005,5.039,0.22178,,0.292295,3.4212
2009-04-24,4.481,4.9802,0.22217,,0.296007,3.3783
2009-04-27,4.5542,5.1065,0.21943,,0.285812,3.4988
2009-04-28,4.4731,4.9811,0.22283,,0.293393,3.4084
2009-04-29,4.3938,4.8882,0.22733,,0.301787,3.3136
2009-04-30,4.4223,4.9277,0.22597,,0.300084,3.3324
2009-05-01,4.398,4.9408,0.22665,,0.30165,3.3151
2009-05-04,4.3484,4.8716,0.22954,,0.308661,3.2398
2009-05-05,4.3577,4.9242,0.22937,,0.306204,3.2658
2009-05-06,4.3713,4.9631,0.22861,,0.30459,3.2831
2009-05-07,4.3659,4.9054,0.22835,,0.306344,3.2643
2009-05-08,4.3475,4.8595,0.22926,,0.313666,3.1881
2009-05-11,4.3822,4.8883,0.22736,,0.310068,3.2251
2009-05-12,4.3898,4.914,0.22739,,0.310684,3.2187
2009-05-13,4.4513,4.9574,0.22398,,0.305018,3.2785
2009-05-14,4.4723,4.9945,0.22313,,0.304767,3.2812
2009-05-15,4.469,5.0184,0.22227,,0.302097,3.3102
2009-05-18,4.4135,4.9926,0.22556,,0.306654,3.261
2009-05-19,4.3606,4.9477,0.22897,,0.312578,3.1992
2009-05-20,4.3437,4.9586,0.22955,,0.31739,3.1507
2009-05-21,4.3885,4.9975,0.22742,,0.317118,3.1534
2009-05-22,4.373,5.0093,0.22558,,0.320184,3.1232
2009-05-25,4.4047,5.0009,0.22659,,0.318208,3.1426
2009-05-26,4.4199,5.0294,0.22576,,0.316766,3.1569
2009-05-27,4.4405,5.1231,0.22495,,0.311769,3.2075
2009-05-28,4.526,5.1753,0.2207,,0.308062,3.2461
2009-05-29,4.4768,5.1281,0.22124,,0.31509,3.1737
2009-06-01,4.4632,5.1761,0.22375,,0.317733,3.1473
2009-06-02,4.465,5.1741,0.22305,,0.320205,3.123
2009-06-03,4.5224,5.2144,0.22063,,0.31295,3.1954
2009-06-04,4.4922,5.1151,0.22134,,0.315149,3.1731
2009-06-05,4.5414,5.1821,0.21952,,0.307626,3.2507
2009-06-08,4.5175,5.2103,0.22112,,0.307749,3.2494
2009-06-09,4.4706,5.1867,0.22303,,0.314169,3.183
2009-06-10,4.4868,5.2447,0.22263,,0.311867,3.2065
2009-06-11,4.4685,5.2451,0.22316,,0.316156,3.163
2009-06-12,4.46,5.265,0.22396,,0.313903,3.1857
2009-06-15,4.5284,5.3527,0.22069,,0.304702,3.2819
2009-06-16,4.5204,5.3532,0.22097,,0.306269,3.2651
2009-06-17,4.527,5.3267,0.22035,,0.307853,3.2483
2009-06-18,4.5212,5.3281,0.22013,,0.307484,3.2522
2009-06-19,4.5058,5.3433,0.22125,,0.309511,3.2309
2009-06-22,4.538,5.3467,0.22012,,0.305782,3.2703
2009-06-23,4.5535,5.3088,0.21943,,0.309243,3.2337
2009-06-24,4.5339,5.3407,0.22042,,0.30791,3.2477
2009-06-25,4.4956,5.2648,0.22217,,0.311168,3.2137
2009-06-26,4.495,5.299,0.22172,,0.312529,3.1997
2009-06-29,4.4854,5.2768,0.22267,,0.314021,3.1845
2009-06-30,4.4533,5.2197,0.2244,,0.315288,3.1717
2009-07-01,4.3448,5.062,0.22999,,0.325383,3.0733
2009-07-02,4.3674,5.122,0.22873,,0.319458,3.1303
2009-07-03,4.3465,5.0921,0.22933,,0.321141,3.1139
2009-07-06,4.3706,5.088,0.22833,,0.32001,3.1249
2009-07-07,4.4072,5.1057,0.22722,,0.315577,3.1688
2009-07-08,4.4146,5.1116,0.22561,,0.314416,3.1805
2009-07-09,4.3497,5.066,0.22964,,0.322643,3.0994
2009-07-10,4.366,5.0715,0.22853,,0.318837,3.1364
2009-07-13,4.3925,5.0901,0.22759,,0.319305,3.1318
2009-07-14,4.3104,5.0315,0.23184,,0.324654,3.0802
2009-07-15,4.2822,4.9904,0.23335,,0.329641,3.0336
2009-07-16,4.3156,5.0035,0.2316,,0.328073,3.0481
2009-07-17,4.3269,5.027,0.23049,,0.326126,3.0663
2009-07-20,4.2462,4.9304,0.23536,,0.334683,2.9879
2009-07-21,4.275,4.9422,0.23373,,0.332535,3.0072
2009-07-22,4.2528,4.9227,0.23494,,0.333812,2.9957
2009-07-23,4.2229,4.9235,0.23656,,0.335739,2.9785
2009-07-24,4.1869,4.8525,0.23802,,0.339363,2.9467
2009-07-27,4.1582,4.8127,0.2402,,0.342583,2.919
2009-07-28,4.1764,4.8465,0.23926,,0.338903,2.9507
2009-07-29,4.1856,4.8838,0.23874,,0.334471,2.9898
2009-07-30,4.1634,4.8692,0.24002,,0.338983,2.95
2009-07-31,4.1449,4.8234,0.24044,,0.34395,2.9074
2009-08-03,4.0815,4.7886,0.24483,,0.353657,2.8276
2009-08-04,4.0969,4.8185,0.24393,,0.352448,2.8373
2009-08-05,4.1062,4.8461,0.24334,,0.350754,2.851
2009-08-06,4.1715,4.8754,0.23954,,0.344709,2.901
2009-08-07,4.0825,4.8015,0.24411,,0.347536,2.8774
2009-08-10,4.1163,4.7982,0.24276,,0.343773,2.9089
2009-08-11,4.1629,4.8548,0.24003,,0.339893,2.9421
2009-08-12,4.1387,4.8105,0.24138,,0.343371,2.9123
2009-08-13,4.1228,4.7801,0.24237,,0.346729,2.8841
2009-08-14,4.1253,4.7811,0.2404,,0.344317,2.9043
2009-08-17,4.1726,4.8374,0.23867,,0.337929,2.9592
2009-08-18,4.1711,4.8645,0.23935,,0.340588,2.9361
2009-08-19,4.1517,4.8173,0.24031,,0.343454,2.9116
2009-08-20,4.142,4.7952,0.24114,,0.344649,2.9015
2009-08-21,4.0969,4.7139,0.24283,,0.349528,2.861
2009-08-24,4.1022,4.7029,0.24311,,0.349382,2.8622
2009-08-25,4.081,4.6661,0.24474,,0.350385,2.854
2009-08-26,4.1172,4.6935,0.24239,,0.345889,2.8911
2009-08-27,4.1165,4.6615,0.24263,,0.349479,2.8614
2009-08-28,4.0924,4.6378,0.24408,,0.351272,2.8468
2009-08-31,4.092,4.6433,0.2442,,0.350336,2.8544
2009-09-01,4.1701,4.7337,0.23962,,0.340797,2.9343
2009-09-02,4.1506,4.7337,0.24049,,0.34395,2.9074
2009-09-03,4.1265,4.7192,0.24205,,0.345459,2.8947
2009-09-04,4.0775,4.6759,0.24408,,0.350533,2.8528
2009-09-07,4.0909,4.6713,0.24371,,0.350189,2.8556
2009-09-08,4.0842,4.6402,0.24465,,0.355923,2.8096
2009-09-09,4.1215,4.6806,0.24223,,0.352958,2.8332
2009-09-10,4.1405,4.7285,0.24114,,0.352522,2.8367
2009-09-11,4.167,4.7586,0.23975,,0.349883,2.8581
2009-09-14,4.186,4.7513,0.23871,,0.350152,2.8559
2009-09-15,4.1453,4.6637,0.24105,,0.353757,2.8268
2009-09-16,4.1237,4.6157,0.24165,,0.356633,2.804
2009-09-17,4.1283,4.6084,0.24205,,0.356837,2.8024
2009-09-18,4.1345,4.5232,0.24175,,0.355859,2.8101
2009-09-21,4.1711,4.5995,0.23958,,0.352262,2.8388
2009-09-22,4.1623,4.598,0.24007,,0.356278,2.8068
2009-09-23,4.1787,4.6362,0.23902,,0.35246,2.8372
2009-09-24,4.2051,4.5673,0.23731,,0.348675,2.868
2009-09-25,4.2,4.57,0.23798,,0.349589,2.8605
2009-09-28,4.1961,4.5594,0.23803,,0.348675,2.868
2009-09-29,4.2356,4.6328,0.23584,,0.344923,2.8992
2009-09-30,4.2,4.5932,0.23697,,0.348675,2.868
2009-10-01,4.2665,4.6744,0.23406,,0.340171,2.9397
2009-10-02,4.2302,4.622,0.2318,,0.344899,2.8994
2009-10-05,4.2006,4.5681,0.23777,,0.349369,2.8623
2009-10-06,4.1863,4.5263,0.2387,,0.351617,2.844
2009-10-07,4.2212,4.5769,0.23673,,0.348481,2.8696
2009-10-08,4.2358,4.6013,0.23592,,0.349394,2.8621
2009-10-09,4.2615,4.5738,0.23449,,0.345674,2.8929
2009-10-12,4.2228,4.5133,0.23664,,0.350238,2.8552
2009-10-13,4.2213,4.529,0.23673,,0.352125,2.8399
2009-10-14,4.1995,4.5091,0.23736,,0.355088,2.8162
2009-10-15,4.187,4.5688,0.23855,,0.357641,2.7961
2009-10-16,4.207,4.6129,0.23726,,0.354635,2.8198
2009-10-19,4.1644,4.5655,0.23995,,0.359764,2.7796
2009-10-20,4.1613,4.5647,0.24003,,0.359221,2.7838
2009-10-21,4.1589,4.6023,0.24028,,0.361285,2.7679
2009-10-22,4.1693,4.6097,0.23943,,0.361115,2.7692
2009-10-23,4.173,4.5351,0.23895,,0.359842,2.779
2009-10-26,4.1978,4.6013,0.23805,,0.354459,2.8212
2009-10-27,4.2098,4.6634,0.23714,,0.351865,2.842
2009-10-28,4.2822,4.7635,0.23336,,0.343678,2.9097
2009-10-29,4.2259,4.7165,0.23646,,0.351506,2.8449
2009-10-30,4.2585,4.7366,0.23471,,0.345925,2.8908
2009-11-02,4.2868,4.7633,0.23273,,0.344709,2.901
2009-11-03,4.2628,4.7527,0.23442,,0.345495,2.8944
2009-11-04,4.2478,4.7299,0.23514,,0.350165,2.8558
2009-11-05,4.2511,4.7394,0.23484,,0.350189,2.8556
2009-11-06,4.2372,4.7404,0.23579,,0.350336,2.8544
2009-11-09,4.1973,4.6948,0.2379,,0.357398,2.798
2009-11-10,4.1741,4.6582,0.23942,,0.359208,2.7839
2009-11-11,4.1308,4.569,0.24193,,0.363187,2.7534
2009-11-12,4.1281,4.6035,0.24214,,0.359971,2.778
2009-11-13,4.0993,4.5821,0.2433,,0.364007,2.7472
2009-11-16,4.0794,4.5846,0.24496,,0.367256,2.7229
2009-11-17,4.0814,4.6219,0.24437,,0.363927,2.7478
2009-11-18,4.102,4.5903,0.2436,,0.364671,2.7422
2009-11-19,4.1351,4.6133,0.24165,,0.360633,2.7729
2009-11-20,4.1514,4.5946,0.24036,,0.3585,2.7894
2009-11-23,4.1194,4.5727,0.24257,,0.363663,2.7498
2009-11-24,4.1171,4.5612,0.24272,,0.363927,2.7478
2009-11-25,4.1003,4.5288,0.24371,,0.369344,2.7075
2009-11-26,4.1509,4.5504,0.24066,,0.360659,2.7727
2009-11-27,4.1483,4.5638,0.24071,,0.361076,2.7695
2009-11-30,4.1599,4.5522,0.24022,,0.36169,2.7648
2009-12-01,4.1138,4.5324,0.2429,,0.367242,2.723
2009-12-02,4.1003,4.5322,0.24371,,0.367999,2.7174
2009-12-03,4.0926,4.4975,0.24417,,0.368338,2.7149
2009-12-04,4.0601,4.4996,0.24613,,0.365912,2.7329
2009-12-07,4.0658,4.5074,0.24578,,0.36519,2.7383
2009-12-08,4.1207,4.5529,0.24249,,0.357041,2.8008
2009-12-09,4.1534,4.5952,0.2398,,0.354711,2.8192
2009-12-10,4.1531,4.589,0.2406,,0.355013,2.8168
2009-12-11,4.1534,4.6169,0.24053,,0.352522,2.8367
2009-12-14,4.155,4.6195,0.2405,,0.352721,2.8351
2009-12-15,4.2096,4.7007,0.23738,,0.345937,2.8907
2009-12-16,4.1744,4.6912,0.23938,,0.348371,2.8705
2009-12-17,4.2009,4.7255,0.23787,,0.342032,2.9237
2009-12-18,4.1888,4.7276,0.23705,,0.342501,2.9197
2009-12-21,4.1963,4.7141,0.23813,,0.340437,2.9374
2009-12-22,4.1659,4.6644,0.23987,,0.342208,2.9222
2009-12-23,4.1594,4.6307,0.24025,,0.345185,2.897
2009-12-24,4.1277,4.5933,0.23911,,0.348008,2.8735
2009-12-25,4.148,4.5914,0.24085,,0.347102,2.881
2009-12-28,4.16,4.6307,0.24007,,0.345447,2.8948
2009-12-29,4.1346,4.5824,0.24169,,0.347041,2.8815
2009-12-30,4.132,4.6258,0.24184,,0.347078,2.8812
2009-12-31,4.0985,4.6135,0.24304,,0.350373,2.8541
2010-01-01,4.0886,4.59,0.24304,,0.351927,2.8415
2010-01-04,4.0824,4.5577,0.24478,,0.353982,2.825
2010-01-05,4.0941,4.5534,0.24408,,0.351457,2.8453
2010-01-06,4.091,4.5455,0.24429,,0.352373,2.8379
2010-01-07,4.1084,4.5676,0.24323,,0.34876,2.8673
2010-01-08,4.0625,4.5168,0.24566,,0.354836,2.8182
2010-01-11,4.066,4.5098,0.24575,,0.357398,2.798
2010-01-12,4.0732,4.5422,0.24533,,0.355593,2.8122
2010-01-13,4.0537,4.541,0.24651,,0.358835,2.7868
2010-01-14,4.0491,4.556,0.2468,,0.358372,2.7904
2010-01-15,4.0508,4.5744,0.24668,,0.355189,2.8154
2010-01-18,4.0153,4.5562,0.24886,,0.358938,2.786
2010-01-19,4.0039,4.5846,0.24957,,0.356824,2.8025
2010-01-20,4.0508,4.6777,0.24669,,0.349064,2.8648
2010-01-21,4.0912,4.6998,0.24424,,0.344756,2.9006
2010-01-22,4.0815,4.6452,0.2439,,0.346416,2.8867
2010-01-25,4.0698,4.668,0.24553,,0.348189,2.872
2010-01-26,4.0759,4.6667,0.24516,,0.346069,2.8896
2010-01-27,4.0929,4.7147,0.24415,,0.343312,2.9128
2010-01-28,4.0798,4.7101,0.24493,,0.342712,2.9179
2010-01-29,4.0354,4.6624,0.24599,,0.34356,2.9107
2010-02-01,3.9824,4.5605,0.25092,,0.350201,2.8555
2010-02-02,3.9739,4.5461,0.25145,,0.352162,2.8396
2010-02-03,4.0076,4.5843,0.24935,,0.347186,2.8803
2010-02-04,4.0735,4.6757,0.245,,0.337496,2.963
2010-02-05,4.0811,4.6731,0.24323,,0.335143,2.9838
2010-02-08,4.1116,4.6881,0.24303,,0.332237,3.0099
2010-02-09,4.0593,4.6151,0.24617,,0.340055,2.9407
2010-02-10,4.0645,4.6117,0.24587,,0.33881,2.95151
2010-02-11,4.0116,4.6009,0.24912,,0.341545,2.92787
2010-02-12,4.0105,4.6225,0.24776,,0.340263,2.9389
2010-02-15,4.0291,4.6397,0.24801,,0.338057,2.95808
2010-02-16,3.9801,4.5611,0.25107,,0.346129,2.8891
2010-02-17,3.9777,4.58,0.25123,,0.34229,2.9215
2010-02-18,4.0053,4.5799,0.24948,,0.337407,2.96378
2010-02-19,3.9822,4.524,0.25093,,0.341857,2.9252
2010-02-22,3.9614,4.509,0.25224,,0.343466,2.9115
2010-02-23,3.98954,4.5623,0.24951,,0.33912,2.94881
2010-02-24,3.9752,4.5216,0.25129,,0.34082,2.9341
2010-02-25,3.9772,4.4731,0.25124,,0.34089,2.9335
2010-02-26,3.9401,4.403,0.25358,,0.345877,2.8912
2010-03-01,3.9268,4.3318,0.25447,,0.345817,2.8917
2010-03-02,3.9163,4.3196,0.25515,,0.348032,2.8733
2010-03-03,3.9005,4.2969,0.25619,,0.351531,2.8447
2010-03-04,3.8954,4.3105,0.25652,,0.348699,2.8678
